PROVINCE,DISTRICT,HI04,Cluster,HI05,HH_WT,C_hhweight,TYPEHH,C003,C012,C012_OTHER,C013,C013_OTHER,C018,C018_OTHER,C019,C019_OTHER,C033,C033_OTHER,C034,C034_OTHER,C037_FIRST,C037_SECOND,C037_OTHER,C042,C042_OTHER,C052,C052_OTHER,C057,C057_OTHER,C058,C058_OTHER,C060,C060_OTHER,C074,C074_OTHER,C075,C075_OTHER,C088A,C088B,C088C,C088D,C088E,C088_OTHER,C091,C091_OTHER,C092,C092_OTHER,C102_FIRST,C102_SECOND,C102_OTHER,C108A,C108B,C108C,C108D,C108_OTHER,C114,C114_OTHER,C115,C115_OTHER,C122_FIRST,C122_SECOND,C122_OTHER,C126,C126_OTHER,C164_7,C168,C168_OTHER,C170_8,C170_OTHER,C003_OTHER,C001,C002,C004,C005,C006,C007,C008,C009,C010,C011,C014,C015,C016,C017,C020,C021,C022,C023,C024,C025,C026,C027A,C027B,C027C,C027D,C027E,C027F,C027G,C027H,C027I,C027J,C027K,C027L,C027M,C028A,C029A,C030A,C031A,C032A,C032A_UNITY,C028B,C029B,C030B,C031B,C032B,C032B_UNITY,C035,C036,C038,C039,C040,C041,C043,C044,C045,C046,C047,C048,C049,C050,C051,C053,C054,C055,C056,C059,C061,C062,C063,C064,C065,C066,C067,C068A,C068B,C068C,C068D,C068E,C068F,C068G,C068H,C068I,C068J,C068K,C068L,C068M,C069C,C070C,C071C,C072C,C073C,C073C_UNITY,C069D,C070D,C071D,C072D,C073D,C073D_UNITY,C076,C077,C078_FIRST,C078_SECOND,C078_OTHER,C079,C080,C081,C082,C083,C084,C085,C086A,C086B,C086C,C086D,C086E,C086F,C086G,C086H,C086I,C086J,C086K,C086L,C086M,C087,C089,C090,C093,C094,C095,C096,C097,C098,C099,C100,C100_UNITY,C101,C103,C104,C105,C106,C107A,C107B,C107C,C107D,C107E,C107F,C107G,C107H,C107I,C107J,C107K,C107L,C107M,C107N,C109,C110,C111,C112,C113,C116,C117,C118,C119,C120,C121,C123,C124,C125,C127,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164_1,C164_2,C164_3,C164_4,C164_5,C164_6,C164_8,C164_OTHER,C165,C166,C167,C169,C170_1,C170_2,C170_3,C170_4,C170_5,C170_6,C170_7,C171,C172,C173,C174,C175,C176,C177
Kigali City,Nyarugenge,Rural,2,11,221.941,224.2671993195952,Ordinary HH,,Energy company,,Bi-weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,10,45,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,12,221.941,224.2671993195952,Ordinary HH,,No one,,,,,,,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,65000,Internal wiring,20000,30,0,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,12,4,1,40,Minutes,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,13,221.941,224.2671993195952,Ordinary HH,,No one,,,,,,,,Candle,,No back-up source,,No problems,No problems,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,7,56000,Internal wiring,25000,3,0,,,No,,,,,,,,No,,,Yes,Yes,,,,,,,Yes,Yes,,No,12,4,1,30,Minutes,No,12,4,1,30,Minutes,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,14,221.941,224.2671993195952,Ordinary HH,,Pre-paid meter card seller,,Weekly,,Self top-up based on need or capacity to pay,,"Other, specify",Trough mobile money agent,Mobile phone light,,No back-up source,,High cost of electricity,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,12,57000,Internal wiring,20000,2,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,4000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,15,221.941,224.2671993195952,Ordinary HH,,Pre-paid meter card seller,,Monthly,,"Other, specify",We gather everyone's contribution to pay for electricity,"Other, specify",Trough mobile money agent,Mobile phone light,,No back-up source,,Cannot power large appliances,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,5,60000,Internal wiring,5000,1,1,Yes,Yes,Yes,5,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Kigali City,Nyarugenge,Rural,2,16,221.941,224.2671993195952,Ordinary HH,,Energy company,,Weekly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Don?t know,Internal wiring,15000,5,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,700,No,,,,Yes,Yes,,,,,,,,,No,23,4,1,20,Minutes,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,18,221.941,224.2671993195952,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,High cost of electricity,Unpredictable interruptions,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,3,Household was already connected,,,,,Yes,Yes,Yes,1,Respondent does not have an energy bill,,,,,5000,No,,,,Yes,,,,,,,,,,No,24,4,3,30,Minutes,No,24,4,3,30,Minutes,2,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,2,22,221.941,224.2671993195952,Ordinary HH,,Landlord,,Monthly,,No bill for electricity,,Vouchers/token/pre-paid card from local store,,Candle,,No back-up source,,No problems,No problems,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Household was already connected,,,,,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,3,None (Ntabwo),,,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,1,179.50659375,170.7883849440346,Ordinary HH,Submitted application and waiting for connection,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,Up to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
Kigali City,Nyarugenge,Rural,3,2,179.50659375,170.7883849440346,Ordinary HH,Submitted application and waiting for connection,,,,,,,,,,,,,,,,"Other, specify",Waiting for main grid,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
Kigali City,Nyarugenge,Rural,3,3,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Cash,,Mobile phone light,,No back-up source,,High cost of electricity,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,0,,,,,
Kigali City,Nyarugenge,Rural,3,4,179.50659375,170.7883849440346,Ordinary HH,Submitted application and waiting for connection,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,Up to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Received for free,,,,,No,4,4,Yes,No,,Yes,Yes,,,Yes,,,,,Neutral,2017,Yes,Use about the same solar lighting,Yes,,,,,,,Solar Home System,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,5,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,8,56000,Internal wiring,15000,120,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,3,10,Minutes,14,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,6,179.50659375,170.7883849440346,Ordinary HH,Grid is too far from household/not available,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
Kigali City,Nyarugenge,Rural,3,7,179.50659375,170.7883849440346,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,800,No
Kigali City,Nyarugenge,Rural,3,8,179.50659375,170.7883849440346,Ordinary HH,Submitted application and waiting for connection,,,,,,,,,,,,,,,,"Other, specify",Waiting for main grid,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,Up to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,4,Yes,No,4,3200,No
Kigali City,Nyarugenge,Rural,3,9,1566.603,1370.326394831265,Ordinary HH,,Pre-paid meter card seller,,Monthly,,Self top-up based on need or capacity to pay,,"Other, specify",Neighor pays,Mobile phone light,,No back-up source,,High cost of electricity,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,60000,Internal wiring,50000,60,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,10,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Cash,,Candle,,No back-up source,,Unpredictable interruptions,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,5,Don?t know,Internal wiring,Don?t know (Ntabizi),1,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,500,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,0,,,,,
Kigali City,Nyarugenge,Rural,3,11,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Dry-cell batteries/Rechargeable torch,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,7,56000,Internal wiring,80000,360,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,3,15,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Kigali City,Nyarugenge,Rural,3,12,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,10,56000,Internal wiring,90000,360,Don?t know (Ntabizi),Yes,Yes,No,,Respondent does not have an energy bill,,,,,2500,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,3,10,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Kigali City,Nyarugenge,Rural,3,13,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,9,56000,Internal wiring,100000,360,1,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1500,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,4,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,14,179.50659375,170.7883849440346,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
Kigali City,Nyarugenge,Rural,3,15,179.50659375,170.7883849440346,Ordinary HH,"Renting, Landlord decision",,,,,,,,,,,,,,,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,No,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,800,No
Kigali City,Nyarugenge,Rural,3,16,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,6,100000,Internal wiring,12000,Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,None (Ntabwo),,,No assistance requested,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,17,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Cash,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,6,Don?t know,Internal wiring,30000,Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,No,Yes,,,No
Kigali City,Nyarugenge,Rural,3,18,1566.603,1370.326394831265,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Dry-cell batteries/Rechargeable torch,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,3,7000,Internal wiring,15000,1,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,700,No,,Yes,,Yes,,,,,,,,,,No,22,4,2,1,Hours,No,22,4,2,5,Hours,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Urban,4,1,262.5804,252.1639912786828,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,No backup sources,,No back-up source,,No problems,No problems,,"Other, specify",Don't want it,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Household was already connected,,,,,Yes,Yes,Yes,5,Respondent does not have an energy bill,,,,,15000,Yes,,,,,,,,,,,,,,,,,,,,Yes,Don't know (Ntabizi),Don't know (Ntabizi),None (Ntabwo),,,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Nyarugenge,Urban,4,2,262.5804,252.1639912786828,Ordinary HH,,Energy company,,Weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Candle,,No back-up source,,High cost of electricity,No problems,,"Renting, Landlord decision",,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,10,56000,Internal wiring,40000,Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,No,,Respondent does not have an energy bill,,,,,3000,No,,,,Yes,,,,,,,,,,Yes,23,3,1,15,Minutes,Yes,24,3,1,10,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,No,Yes,,,No
